2023-07-16/07:29:34		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:30:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:31:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:48		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:49		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:50		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:51		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:52		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:53		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:54		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:55		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:56		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:57		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:58		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:34:59		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:00		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:01		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:02		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:03		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:04		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:04		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:04		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:04		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:04		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:04		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:04		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:04		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:04		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:05		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:05		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:05		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:05		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:05		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:05		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:05		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:05		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:05		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:06		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:06		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:06		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:06		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:06		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:06		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:06		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:06		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:07		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:07		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:07		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:07		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:07		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:07		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:07		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:07		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:07		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:07		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:08		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:08		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:08		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:08		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:08		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:08		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:08		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:08		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:08		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:09		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:09		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:09		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:09		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:09		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:09		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:09		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:09		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:10		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:10		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:10		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:10		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:10		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:10		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:10		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:10		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:10		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:11		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:11		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:11		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:11		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:11		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:11		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:11		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:11		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:11		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:12		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
2023-07-16/07:35:13		 energy_efficiency_05012023_122003.csv: File loaded successfully!!
